,Species,value,sample_location_info,sample_lat_DD,sample_long_DD,sample_month
688,Anopheles quadrimaculatus,11,Sandy Baptist,27.272953,-82.116503,7
689,Anopheles quadrimaculatus,10,Thousand Oaks,27.564989,-82.480332,7
690,Anopheles quadrimaculatus,10,Parrish/Britt Rd.,27.564967,-82.424886,7
691,Anopheles quadrimaculatus,50,Keentown,27.570935,-82.137841,7
692,Anopheles quadrimaculatus,7,Buffalo Creek Ball Park,27.578355,-82.483695,7
693,Anopheles quadrimaculatus,3,Waterline Rd,27.4894,-82.361667,7
694,Anopheles quadrimaculatus,6,Parrish,27.57505,-82.419667,7
695,Anopheles quadrimaculatus,17,Chapman Rd.,27.616367,-82.5353,7
696,Anopheles quadrimaculatus,21,French,27.603067,-82.535717,7
697,Anopheles quadrimaculatus,16,Frog Creek,27.590917,-82.548,7
698,Anopheles quadrimaculatus,3,Buffalo Creek Ball Park,27.578355,-82.483695,7
699,Anopheles quadrimaculatus,2,Fielding,27.529167,-82.588117,7
700,Anopheles quadrimaculatus,25,French,27.603067,-82.535717,8
701,Anopheles quadrimaculatus,37,Frog Creek,27.590917,-82.548,8
702,Anopheles quadrimaculatus,40,Grassfarm Rd.,27.627967,-82.496833,8
703,Anopheles quadrimaculatus,7,Waterline Rd,27.4894,-82.361667,8
704,Anopheles quadrimaculatus,22,Buffalo Creek Ball Park,27.578355,-82.483695,8
705,Anopheles quadrimaculatus,4,Fielding,27.529167,-82.588117,8
706,Anopheles quadrimaculatus,18,Highland Shores,27.516317,-82.537735,8
707,Anopheles quadrimaculatus,1,Palmetto shop,27.533281,-82.565712,8
708,Anopheles quadrimaculatus,3,Mullins,27.439449,-82.548928,8
709,Anopheles quadrimaculatus,8,Palm-Aire,27.406663,-82.504054,8
710,Anopheles quadrimaculatus,3,Lakewood Ranch,27.419517,-82.4262,8
711,Anopheles quadrimaculatus,2,Braden Pines,27.43889,-82.43865,8
712,Anopheles quadrimaculatus,26,Jamie's Way,27.46357,-82.30379,8
713,Anopheles quadrimaculatus,11,Myakka,27.349733,-82.157581,8
714,Anopheles quadrimaculatus,10,Thousand Oaks,27.564989,-82.480332,8
715,Anopheles quadrimaculatus,1,Lloyd Park,27.489937,-82.533814,8
716,Anopheles quadrimaculatus,2,Lakewood Ranch HS,27.44242,-82.43578,8
717,Anopheles quadrimaculatus,72,Chapman Rd.,27.616367,-82.5353,8
718,Anopheles quadrimaculatus,26,French,27.603067,-82.535717,8
719,Anopheles quadrimaculatus,48,Frog Creek,27.590917,-82.548,8
720,Anopheles quadrimaculatus,8,Buffalo Creek Ball Park,27.578355,-82.483695,8
721,Anopheles quadrimaculatus,4,Lloyd Park,27.489937,-82.533814,8
722,Anopheles quadrimaculatus,6,Samoset,27.46947,-82.52402,8
723,Anopheles quadrimaculatus,51,Chapman Rd.,27.616367,-82.5353,8
724,Anopheles quadrimaculatus,34,Frog Creek,27.590917,-82.548,8
725,Anopheles quadrimaculatus,33,Grassfarm Rd.,27.627967,-82.496833,8
726,Anopheles quadrimaculatus,6,Waterline Rd,27.4894,-82.361667,8
727,Anopheles quadrimaculatus,45,Chapman Rd.,27.616367,-82.5353,8
728,Anopheles quadrimaculatus,56,French,27.603067,-82.535717,8
729,Anopheles quadrimaculatus,53,Frog Creek,27.590917,-82.548,8
730,Anopheles quadrimaculatus,12,Waterline Rd,27.4894,-82.361667,8
731,Anopheles quadrimaculatus,35,Buffalo Creek Ball Park,27.578355,-82.483695,8
732,Anopheles quadrimaculatus,2,Church,27.600978,-82.529357,8
733,Anopheles quadrimaculatus,154,French,27.603067,-82.535717,8
734,Anopheles quadrimaculatus,14,Frog Creek,27.590917,-82.548,8
735,Anopheles quadrimaculatus,26,Grassfarm Rd.,27.627967,-82.496833,8
736,Anopheles quadrimaculatus,57,Port,27.640483,-82.552667,8
737,Anopheles quadrimaculatus,6,Fielding,27.529167,-82.588117,8
738,Anopheles quadrimaculatus,10,Highland Shores,27.516317,-82.537735,8
739,Anopheles quadrimaculatus,8,Carrs,27.554018,-82.545481,8
740,Anopheles quadrimaculatus,1,Palmetto shop,27.533281,-82.565712,8
741,Anopheles quadrimaculatus,1,Fulwood,27.475085,-82.551283,8
742,Anopheles quadrimaculatus,5,Samoset,27.46947,-82.52402,8
743,Anopheles quadrimaculatus,16,Palm-Aire,27.406663,-82.504054,8
744,Anopheles quadrimaculatus,21,Mote Ranch,27.4197,-82.47982,8
745,Anopheles quadrimaculatus,8,Tallevast,27.4266,-82.52471,8
746,Anopheles quadrimaculatus,9,Lakewood Ranch,27.419517,-82.4262,8
747,Anopheles quadrimaculatus,14,Soccer Field,27.426485,-82.376623,8
748,Anopheles quadrimaculatus,12,Rye Rd,27.484586,-82.40161,8
749,Anopheles quadrimaculatus,4,Race Track,27.474551,-82.324001,8
750,Anopheles quadrimaculatus,6,Mossy Hammock,27.286571,-82.23038,8
751,Anopheles quadrimaculatus,5,Sandy Baptist,27.272953,-82.116503,8
752,Anopheles quadrimaculatus,8,Wauchula Rd.,27.426958,-82.133258,8
753,Anopheles quadrimaculatus,7,Prichard Rd.,27.639167,-82.417083,8
754,Anopheles quadrimaculatus,26,Thousand Oaks,27.564989,-82.480332,8
755,Anopheles quadrimaculatus,1,Colonial Baptist Church,27.475697,-82.613417,8
756,Anopheles quadrimaculatus,25,Chapman Rd.,27.616367,-82.5353,8
757,Anopheles quadrimaculatus,3,Church,27.600978,-82.529357,8
758,Anopheles quadrimaculatus,35,French,27.603067,-82.535717,8
759,Anopheles quadrimaculatus,74,Grassfarm Rd.,27.627967,-82.496833,8
760,Anopheles quadrimaculatus,53,Parrish,27.57505,-82.419667,8
761,Anopheles quadrimaculatus,10,Parrish,27.57484,-82.419638,8
762,Anopheles quadrimaculatus,15,Chapman Rd.,27.616367,-82.5353,8
763,Anopheles quadrimaculatus,1,Church,27.600978,-82.529357,8
764,Anopheles quadrimaculatus,31,French,27.603067,-82.535717,8
765,Anopheles quadrimaculatus,8,Frog Creek,27.590917,-82.548,8
766,Anopheles quadrimaculatus,3,Church,27.600978,-82.529357,8
767,Anopheles quadrimaculatus,23,French,27.603067,-82.535717,8
768,Anopheles quadrimaculatus,18,Frog Creek,27.590917,-82.548,8
769,Anopheles quadrimaculatus,43,Grassfarm Rd.,27.627967,-82.496833,8
770,Anopheles quadrimaculatus,61,Chapman Rd.,27.616367,-82.5353,8
771,Anopheles quadrimaculatus,25,French,27.603067,-82.535717,8
772,Anopheles quadrimaculatus,44,Port,27.640483,-82.552667,8
773,Anopheles quadrimaculatus,13,Highland Shores,27.516317,-82.537735,8
774,Anopheles quadrimaculatus,3,Palm-Aire,27.406663,-82.504054,8
775,Anopheles quadrimaculatus,2,Upper Manatee,27.51261,-82.4319,8
776,Anopheles quadrimaculatus,10,Jamie's Way,27.46357,-82.30379,8
777,Anopheles quadrimaculatus,4,South 675,27.40779,-82.304,8
778,Anopheles quadrimaculatus,1,Lloyd Park,27.489937,-82.533814,8
779,Anopheles quadrimaculatus,9,French,27.603067,-82.535717,8
780,Anopheles quadrimaculatus,7,Buffalo Creek Ball Park,27.578355,-82.483695,8
781,Anopheles quadrimaculatus,1,Church,27.600978,-82.529357,8
782,Anopheles quadrimaculatus,9,French,27.603067,-82.535717,8
783,Anopheles quadrimaculatus,6,Parrish,27.57505,-82.419667,8
784,Anopheles quadrimaculatus,2,Church,27.600978,-82.529357,8
785,Anopheles quadrimaculatus,11,French,27.603067,-82.535717,8
786,Anopheles quadrimaculatus,38,Grassfarm Rd.,27.627967,-82.496833,8
787,Anopheles quadrimaculatus,42,Buffalo Creek Ball Park,27.578355,-82.483695,8
788,Anopheles quadrimaculatus,66,Parrish,27.57505,-82.419667,8
789,Anopheles quadrimaculatus,91,Parrish,27.57484,-82.419638,8
790,Anopheles quadrimaculatus,46,Parrish/Britt Rd.,27.564967,-82.424886,8
791,Anopheles quadrimaculatus,2,Highland Shores,27.516317,-82.537735,8
792,Anopheles quadrimaculatus,3,Samoset,27.46947,-82.52402,8
793,Anopheles quadrimaculatus,1,Mullins,27.439449,-82.548928,8
794,Anopheles quadrimaculatus,2,Braden Pines,27.43889,-82.43865,8
795,Anopheles quadrimaculatus,3,Upper Manatee,27.51261,-82.4319,8
796,Anopheles quadrimaculatus,22,Prichard Rd.,27.639167,-82.417083,8
797,Anopheles quadrimaculatus,14,Thousand Oaks,27.564989,-82.480332,8
798,Anopheles quadrimaculatus,24,Buffalo Creek Ball Park,27.578355,-82.483695,8
799,Anopheles quadrimaculatus,3,Church,27.600978,-82.529357,8
800,Anopheles quadrimaculatus,25,Grassfarm Rd.,27.627967,-82.496833,8
801,Anopheles quadrimaculatus,3,Parrish/Britt Rd.,27.564967,-82.424886,8
802,Anopheles quadrimaculatus,34,Frog Creek,27.590917,-82.548,8
803,Anopheles quadrimaculatus,2,Church,27.600978,-82.529357,9
804,Anopheles quadrimaculatus,24,French,27.603067,-82.535717,9
805,Anopheles quadrimaculatus,7,Fielding,27.529167,-82.588117,9
806,Anopheles quadrimaculatus,4,Palm-Aire,27.406663,-82.504054,9
807,Anopheles quadrimaculatus,3,Lloyd Park,27.489937,-82.533814,9
808,Anopheles quadrimaculatus,11,Frog Creek,27.590917,-82.548,9
809,Anopheles quadrimaculatus,63,Grassfarm Rd.,27.627967,-82.496833,9
810,Anopheles quadrimaculatus,51,Port,27.640483,-82.552667,9
811,Anopheles quadrimaculatus,11,Buffalo Creek Ball Park,27.578355,-82.483695,9
812,Anopheles quadrimaculatus,8,Parrish/Britt Rd.,27.564967,-82.424886,9
813,Anopheles quadrimaculatus,20,Chapman Rd.,27.616367,-82.5353,9
814,Anopheles quadrimaculatus,23,Frog Creek,27.590917,-82.548,9
815,Anopheles quadrimaculatus,27,Grassfarm Rd.,27.627967,-82.496833,9
816,Anopheles quadrimaculatus,14,Port,27.640483,-82.552667,9
817,Anopheles quadrimaculatus,17,Buffalo Creek Ball Park,27.578355,-82.483695,9
818,Anopheles quadrimaculatus,17,Parrish,27.57484,-82.419638,9
819,Anopheles quadrimaculatus,32,French,27.603067,-82.535717,9
820,Anopheles quadrimaculatus,12,Frog Creek,27.590917,-82.548,9
821,Anopheles quadrimaculatus,3,Fielding,27.529167,-82.588117,9
822,Anopheles quadrimaculatus,1,Highland Shores,27.516317,-82.537735,9
823,Anopheles quadrimaculatus,4,Carrs,27.554018,-82.545481,9
824,Anopheles quadrimaculatus,6,Bolleteries Soccer field,27.447151,-82.62052,9
825,Anopheles quadrimaculatus,1,Samoset,27.46947,-82.52402,9
826,Anopheles quadrimaculatus,15,Palm-Aire,27.406663,-82.504054,9
827,Anopheles quadrimaculatus,50,Mote Ranch,27.4197,-82.47982,9
828,Anopheles quadrimaculatus,12,Tallevast,27.4266,-82.52471,9
829,Anopheles quadrimaculatus,1,Magnolia Manor,27.481256,-82.48042,9
830,Anopheles quadrimaculatus,2,Braden Pines,27.43889,-82.43865,9
831,Anopheles quadrimaculatus,2,Upper Manatee,27.51261,-82.4319,9
832,Anopheles quadrimaculatus,66,Myakka,27.349733,-82.157581,9
833,Anopheles quadrimaculatus,1,Prichard Rd.,27.639167,-82.417083,9
834,Anopheles quadrimaculatus,12,Erie Rd.,27.574079,-82.5041,9
835,Anopheles quadrimaculatus,6,Thousand Oaks,27.564989,-82.480332,9
836,Anopheles quadrimaculatus,1,Lloyd Park,27.489937,-82.533814,9
837,Anopheles quadrimaculatus,3,Braden River Park,27.44893,-82.498664,9
838,Anopheles quadrimaculatus,56,French,27.603067,-82.535717,9
839,Anopheles quadrimaculatus,12,Frog Creek,27.590917,-82.548,9
840,Anopheles quadrimaculatus,103,Grassfarm Rd.,27.627967,-82.496833,9
841,Anopheles quadrimaculatus,6,Parrish,27.57505,-82.419667,9
842,Anopheles quadrimaculatus,3,Parrish/Britt Rd.,27.564967,-82.424886,9
843,Anopheles quadrimaculatus,19,Chapman Rd.,27.616367,-82.5353,9
844,Anopheles quadrimaculatus,35,French,27.603067,-82.535717,9
845,Anopheles quadrimaculatus,20,Frog Creek,27.590917,-82.548,9
846,Anopheles quadrimaculatus,47,Grassfarm Rd.,27.627967,-82.496833,9
847,Anopheles quadrimaculatus,177,Port,27.640483,-82.552667,9
848,Anopheles quadrimaculatus,6,Buffalo Creek Ball Park,27.578355,-82.483695,9
849,Anopheles quadrimaculatus,3,Parrish,27.57505,-82.419667,9
850,Anopheles quadrimaculatus,7,Parrish,27.57484,-82.419638,9
851,Anopheles quadrimaculatus,5,Parrish/Britt Rd.,27.564967,-82.424886,9
852,Anopheles quadrimaculatus,48,French,27.603067,-82.535717,9
853,Anopheles quadrimaculatus,11,Frog Creek,27.590917,-82.548,9
854,Anopheles quadrimaculatus,9,Buffalo Creek Ball Park,27.578355,-82.483695,9
855,Anopheles quadrimaculatus,14,Parrish/Britt Rd.,27.564967,-82.424886,9
856,Anopheles quadrimaculatus,4,Church,27.600978,-82.529357,9
857,Anopheles quadrimaculatus,13,Frog Creek,27.590917,-82.548,9
858,Anopheles quadrimaculatus,2,Fielding,27.529167,-82.588117,9
859,Anopheles quadrimaculatus,1,Highland Shores,27.516317,-82.537735,9
860,Anopheles quadrimaculatus,7,Samoset,27.46947,-82.52402,9
861,Anopheles quadrimaculatus,6,Mote Ranch,27.4197,-82.47982,9
862,Anopheles quadrimaculatus,5,Waterline Rd,27.4894,-82.361667,9
863,Anopheles quadrimaculatus,12,Jamie's Way,27.46357,-82.30379,9
864,Anopheles quadrimaculatus,11,Thousand Oaks,27.564989,-82.480332,9
865,Anopheles quadrimaculatus,6,Bunker Hill Church,27.591467,-82.19985,9
866,Anopheles quadrimaculatus,3,Lloyd Park,27.489937,-82.533814,9
867,Anopheles quadrimaculatus,1,Braden River Park,27.44893,-82.498664,9
868,Anopheles quadrimaculatus,56,Grassfarm Rd.,27.627967,-82.496833,9
869,Anopheles quadrimaculatus,30,Buffalo Creek Ball Park,27.578355,-82.483695,9
870,Anopheles quadrimaculatus,11,Parrish,27.57505,-82.419667,9
871,Anopheles quadrimaculatus,11,Parrish,27.57484,-82.419638,9
872,Anopheles quadrimaculatus,6,French,27.603067,-82.535717,9
873,Anopheles quadrimaculatus,9,Frog Creek,27.590917,-82.548,9
874,Anopheles quadrimaculatus,17,Buffalo Creek Ball Park,27.578355,-82.483695,9
875,Anopheles quadrimaculatus,8,French,27.603067,-82.535717,9
876,Anopheles quadrimaculatus,3,Parrish/Britt Rd.,27.564967,-82.424886,9
877,Anopheles quadrimaculatus,36,Fielding,27.529167,-82.588117,9
878,Anopheles quadrimaculatus,1,Palmetto shop,27.533281,-82.565712,9
879,Anopheles quadrimaculatus,1,Manatee HS,27.48887,-82.59214,9
880,Anopheles quadrimaculatus,30,Race Track,27.474551,-82.324001,9
881,Anopheles quadrimaculatus,8,Erie Rd.,27.574079,-82.5041,9
882,Anopheles quadrimaculatus,20,Thousand Oaks,27.564989,-82.480332,9
883,Anopheles quadrimaculatus,5,Parrish,27.57505,-82.419667,9
884,Anopheles quadrimaculatus,49,Braden River Park,27.44893,-82.498664,9
885,Anopheles quadrimaculatus,91,Frog Creek,27.590917,-82.548,9
886,Anopheles quadrimaculatus,11,French,27.603067,-82.535717,9
887,Anopheles quadrimaculatus,3,Apple,27.41218,-82.28757,9
888,Anopheles quadrimaculatus,10,Palm-Aire,27.406663,-82.504054,9
889,Anopheles quadrimaculatus,10,Mote Ranch,27.4197,-82.47982,9
890,Anopheles quadrimaculatus,10,Tallevast,27.4266,-82.52471,9
891,Anopheles quadrimaculatus,13,Magnolia Manor,27.481256,-82.48042,9
892,Anopheles quadrimaculatus,10,Parrish,27.57505,-82.419667,9
893,Anopheles quadrimaculatus,2,Highland Shores,27.516317,-82.537735,9
894,Anopheles quadrimaculatus,14,Carrs,27.554018,-82.545481,9
895,Anopheles quadrimaculatus,1,Mullins,27.439449,-82.548928,9
896,Anopheles quadrimaculatus,4,Palm-Aire,27.406663,-82.504054,9
897,Anopheles quadrimaculatus,5,Mote Ranch,27.4197,-82.47982,9
898,Anopheles quadrimaculatus,36,Tallevast,27.4266,-82.52471,9
899,Anopheles quadrimaculatus,4,Magnolia Manor,27.481256,-82.48042,9
900,Anopheles quadrimaculatus,2,Waterline Rd,27.4894,-82.361667,9
901,Anopheles quadrimaculatus,3,Bear Bay Rd.,27.47078,-82.16993,9
902,Anopheles quadrimaculatus,12,Erie Rd.,27.574079,-82.5041,9
903,Anopheles quadrimaculatus,6,Thousand Oaks,27.564989,-82.480332,9
904,Anopheles quadrimaculatus,9,Bradley Rd.,27.60315,-82.098133,9
905,Anopheles quadrimaculatus,6,Braden River Park,27.44893,-82.498664,9
906,Anopheles quadrimaculatus,5,Lakewood Ranch HS,27.44242,-82.43578,9
907,Anopheles quadrimaculatus,58,Buffalo Creek Ball Park,27.578355,-82.483695,9
908,Anopheles quadrimaculatus,2,Waterline Rd,27.4894,-82.361667,10
909,Anopheles quadrimaculatus,19,Buffalo Creek Ball Park,27.578355,-82.483695,10
910,Anopheles quadrimaculatus,12,Parrish,27.57505,-82.419667,10
911,Anopheles quadrimaculatus,13,French,27.603067,-82.535717,10
912,Anopheles quadrimaculatus,16,Frog Creek,27.590917,-82.548,10
913,Anopheles quadrimaculatus,2,Waterline Rd,27.4894,-82.361667,10
914,Anopheles quadrimaculatus,97,Myakka,27.349733,-82.157581,10
915,Anopheles quadrimaculatus,38,French,27.603067,-82.535717,10
916,Anopheles quadrimaculatus,14,Frog Creek,27.590917,-82.548,10
917,Anopheles quadrimaculatus,6,Church,27.600978,-82.529357,10
918,Anopheles quadrimaculatus,29,Frog Creek,27.590917,-82.548,10
919,Anopheles quadrimaculatus,2,Fielding,27.529167,-82.588117,10
920,Anopheles quadrimaculatus,2,Highland Shores,27.516317,-82.537735,10
921,Anopheles quadrimaculatus,24,Carrs,27.554018,-82.545481,10
922,Anopheles quadrimaculatus,1,Palm-Aire,27.406663,-82.504054,10
923,Anopheles quadrimaculatus,2,Tallevast,27.4266,-82.52471,10
924,Anopheles quadrimaculatus,2,Lakewood Ranch,27.419517,-82.4262,10
925,Anopheles quadrimaculatus,5,Braden Pines,27.43889,-82.43865,10
926,Anopheles quadrimaculatus,3,Upper Manatee,27.51261,-82.4319,10
927,Anopheles quadrimaculatus,24,Thousand Oaks,27.564989,-82.480332,10
928,Anopheles quadrimaculatus,1,Keentown,27.570935,-82.137841,10
929,Anopheles quadrimaculatus,48,Palmetto Ball Park,27.531,-82.58235,10
930,Anopheles quadrimaculatus,1,Braden River Park,27.44893,-82.498664,10
931,Anopheles quadrimaculatus,1,Lakewood Ranch HS,27.44242,-82.43578,10
932,Anopheles quadrimaculatus,18,Buffalo Creek Ball Park,27.578355,-82.483695,10
933,Anopheles quadrimaculatus,10,French,27.603067,-82.535717,10
934,Anopheles quadrimaculatus,2,Frog Creek,27.590917,-82.548,10
935,Anopheles quadrimaculatus,7,Parrish,27.57505,-82.419667,10
936,Anopheles quadrimaculatus,9,French,27.603067,-82.535717,10
937,Anopheles quadrimaculatus,7,Frog Creek,27.590917,-82.548,10
938,Anopheles quadrimaculatus,110,Grassfarm Rd.,27.627967,-82.496833,10
939,Anopheles quadrimaculatus,7,Buffalo Creek Ball Park,27.578355,-82.483695,10
940,Anopheles quadrimaculatus,1,Church,27.600978,-82.529357,10
941,Anopheles quadrimaculatus,6,French,27.603067,-82.535717,10
942,Anopheles quadrimaculatus,2,Frog Creek,27.590917,-82.548,10
943,Anopheles quadrimaculatus,22,Grassfarm Rd.,27.627967,-82.496833,10
944,Anopheles quadrimaculatus,2,Highland Shores,27.516317,-82.537735,10
945,Anopheles quadrimaculatus,14,Carrs,27.554018,-82.545481,10
946,Anopheles quadrimaculatus,11,Samoset,27.46947,-82.52402,10
947,Anopheles quadrimaculatus,2,Palm-Aire,27.406663,-82.504054,10
948,Anopheles quadrimaculatus,6,Tallevast,27.4266,-82.52471,10
949,Anopheles quadrimaculatus,10,Magnolia Manor,27.481256,-82.48042,10
950,Anopheles quadrimaculatus,2,Lakewood Ranch,27.419517,-82.4262,10
951,Anopheles quadrimaculatus,2,Rye Rd,27.484586,-82.40161,10
952,Anopheles quadrimaculatus,21,Braden Pines,27.43889,-82.43865,10
953,Anopheles quadrimaculatus,3,Upper Manatee,27.51261,-82.4319,10
954,Anopheles quadrimaculatus,1,Waterline Rd,27.4894,-82.361667,10
955,Anopheles quadrimaculatus,4,Jamie's Way,27.46357,-82.30379,10
956,Anopheles quadrimaculatus,2,Sandy Baptist,27.272953,-82.116503,10
957,Anopheles quadrimaculatus,1,Prichard Rd.,27.639167,-82.417083,10
958,Anopheles quadrimaculatus,9,Erie Rd.,27.574079,-82.5041,10
959,Anopheles quadrimaculatus,9,Thousand Oaks,27.564989,-82.480332,10
960,Anopheles quadrimaculatus,8,Parrish,27.57505,-82.419667,10
961,Anopheles quadrimaculatus,3,Parrish,27.57484,-82.419638,10
962,Anopheles quadrimaculatus,3,Parrish/Britt Rd.,27.564967,-82.424886,10
963,Anopheles quadrimaculatus,14,Bradley Rd.,27.60315,-82.098133,10
964,Anopheles quadrimaculatus,81,Carlton Rd.,27.613375,-82.123478,10
965,Anopheles quadrimaculatus,6,Braden River Park,27.44893,-82.498664,10
966,Anopheles quadrimaculatus,2,Lakewood Ranch HS,27.44242,-82.43578,10
967,Anopheles quadrimaculatus,8,Buffalo Creek Ball Park,27.578355,-82.483695,10
968,Anopheles quadrimaculatus,1,Church,27.600978,-82.529357,10
969,Anopheles quadrimaculatus,19,French,27.603067,-82.535717,10
970,Anopheles quadrimaculatus,4,Parrish,27.57505,-82.419667,10
971,Anopheles quadrimaculatus,6,Chapman Rd.,27.616367,-82.5353,10
972,Anopheles quadrimaculatus,1,Parrish/Britt Rd.,27.564967,-82.424886,10
973,Anopheles quadrimaculatus,12,Chapman Rd.,27.616367,-82.5353,10
974,Anopheles quadrimaculatus,12,French,27.603067,-82.535717,10
975,Anopheles quadrimaculatus,15,Frog Creek,27.590917,-82.548,10
976,Anopheles quadrimaculatus,6,Highland Shores,27.516317,-82.537735,10
977,Anopheles quadrimaculatus,1,Palmetto shop,27.533281,-82.565712,10
978,Anopheles quadrimaculatus,2,Manatee HS,27.48887,-82.59214,10
979,Anopheles quadrimaculatus,1,Fulwood,27.475085,-82.551283,10
980,Anopheles quadrimaculatus,7,Samoset,27.46947,-82.52402,10
981,Anopheles quadrimaculatus,2,Palm-Aire,27.406663,-82.504054,10
982,Anopheles quadrimaculatus,3,Magnolia Manor,27.481256,-82.48042,10
983,Anopheles quadrimaculatus,4,Upper Manatee,27.51261,-82.4319,10
984,Anopheles quadrimaculatus,1,Waterline Rd,27.4894,-82.361667,10
985,Anopheles quadrimaculatus,3,Mossy Hammock,27.286571,-82.23038,10
986,Anopheles quadrimaculatus,4,Sandy Baptist,27.272953,-82.116503,10
987,Anopheles quadrimaculatus,1,Bear Bay Rd.,27.47078,-82.16993,10
988,Anopheles quadrimaculatus,3,Thousand Oaks,27.564989,-82.480332,10
989,Anopheles quadrimaculatus,1,Lakewood Ranch HS,27.44242,-82.43578,10
990,Anopheles quadrimaculatus,28,Frog Creek,27.590917,-82.548,10
991,Anopheles quadrimaculatus,16,Buffalo Creek Ball Park,27.578355,-82.483695,10
992,Anopheles quadrimaculatus,4,French,27.603067,-82.535717,10
993,Anopheles quadrimaculatus,7,Grassfarm Rd.,27.627967,-82.496833,10
994,Anopheles quadrimaculatus,5,Buffalo Creek Ball Park,27.578355,-82.483695,10
995,Anopheles quadrimaculatus,6,Parrish,27.57505,-82.419667,10
996,Anopheles quadrimaculatus,9,Chapman Rd.,27.616367,-82.5353,10
997,Anopheles quadrimaculatus,2,Frog Creek,27.590917,-82.548,10
998,Anopheles quadrimaculatus,29,Grassfarm Rd.,27.627967,-82.496833,10
999,Anopheles quadrimaculatus,2,Parrish,27.57505,-82.419667,10
1000,Anopheles quadrimaculatus,6,French,27.603067,-82.535717,10
1001,Anopheles quadrimaculatus,3,Fielding,27.529167,-82.588117,10
1002,Anopheles quadrimaculatus,10,Highland Shores,27.516317,-82.537735,10
1003,Anopheles quadrimaculatus,12,Carrs,27.554018,-82.545481,10
1004,Anopheles quadrimaculatus,7,Palm-Aire,27.406663,-82.504054,10
1005,Anopheles quadrimaculatus,6,Mote Ranch,27.4197,-82.47982,10
1006,Anopheles quadrimaculatus,5,Tallevast,27.4266,-82.52471,10
1007,Anopheles quadrimaculatus,3,Magnolia Manor,27.481256,-82.48042,10
1008,Anopheles quadrimaculatus,8,Lakewood Ranch,27.419517,-82.4262,10
1009,Anopheles quadrimaculatus,1,Soccer Field,27.426485,-82.376623,10
1010,Anopheles quadrimaculatus,3,Rye Rd,27.484586,-82.40161,10
1011,Anopheles quadrimaculatus,4,Upper Manatee,27.51261,-82.4319,10
1012,Anopheles quadrimaculatus,6,Jamie's Way,27.46357,-82.30379,10
1013,Anopheles quadrimaculatus,3,Race Track,27.474551,-82.324001,10
1014,Anopheles quadrimaculatus,3,South 675,27.40779,-82.304,10
1015,Anopheles quadrimaculatus,2,Gopher Hill,27.40805,-82.260329,10
1016,Anopheles quadrimaculatus,1,Myakka,27.349733,-82.157581,10
1017,Anopheles quadrimaculatus,3,Wauchula Rd.,27.426958,-82.133258,10
1018,Anopheles quadrimaculatus,1,Bear Bay Rd.,27.47078,-82.16993,10
1019,Anopheles quadrimaculatus,2,Erie Rd.,27.574079,-82.5041,10
1020,Anopheles quadrimaculatus,11,Thousand Oaks,27.564989,-82.480332,10
1021,Anopheles quadrimaculatus,2,Parrish,27.57505,-82.419667,10
1022,Anopheles quadrimaculatus,4,Bradley Rd.,27.60315,-82.098133,10
1023,Anopheles quadrimaculatus,12,Carlton Rd.,27.613375,-82.123478,10
1024,Anopheles quadrimaculatus,2,Keentown,27.570935,-82.137841,10
1025,Anopheles quadrimaculatus,17,Braden River Park,27.44893,-82.498664,10
1026,Anopheles quadrimaculatus,2,Lakewood Ranch HS,27.44242,-82.43578,10
1027,Anopheles quadrimaculatus,18,Buffalo Creek Ball Park,27.578355,-82.483695,10
1028,Anopheles quadrimaculatus,12,Chapman Rd.,27.616367,-82.5353,10
1029,Anopheles quadrimaculatus,1,Church,27.600978,-82.529357,10
1030,Anopheles quadrimaculatus,6,French,27.603067,-82.535717,10
1031,Anopheles quadrimaculatus,1,Frog Creek,27.590917,-82.548,10
1032,Anopheles quadrimaculatus,39,Port,27.640483,-82.552667,10
1033,Anopheles quadrimaculatus,12,Buffalo Creek Ball Park,27.578355,-82.483695,10
1034,Anopheles quadrimaculatus,6,Parrish/Britt Rd.,27.564967,-82.424886,10
1035,Anopheles quadrimaculatus,1,Church,27.600978,-82.529357,10
1036,Anopheles quadrimaculatus,20,French,27.603067,-82.535717,10
1037,Anopheles quadrimaculatus,5,Frog Creek,27.590917,-82.548,10
1038,Anopheles quadrimaculatus,25,Grassfarm Rd.,27.627967,-82.496833,10
1039,Anopheles quadrimaculatus,8,Buffalo Creek Ball Park,27.578355,-82.483695,10
1040,Anopheles quadrimaculatus,2,Parrish,27.57484,-82.419638,10
1041,Anopheles quadrimaculatus,2,Frog Creek,27.590917,-82.548,11
1042,Anopheles quadrimaculatus,25,Grassfarm Rd.,27.627967,-82.496833,11
1043,Anopheles quadrimaculatus,6,Fielding,27.529167,-82.588117,11
1044,Anopheles quadrimaculatus,6,Carrs,27.554018,-82.545481,11
1045,Anopheles quadrimaculatus,4,Samoset,27.46947,-82.52402,11
1046,Anopheles quadrimaculatus,8,Palm-Aire,27.406663,-82.504054,11
1047,Anopheles quadrimaculatus,11,Mote Ranch,27.4197,-82.47982,11
1048,Anopheles quadrimaculatus,2,Tallevast,27.4266,-82.52471,11
1049,Anopheles quadrimaculatus,6,Magnolia Manor,27.481256,-82.48042,11
